,gvkey,iid,datadate,tic,trt1m,naics,sic,monthly_decimal_returns
80347,1408,01,1964-11-30,BEAM.2,0.0563,312140.0,2085.0,0.000563
80348,1408,01,1964-12-31,BEAM.2,-5.6948,312140.0,2085.0,-0.056948
80349,1408,01,1965-01-31,BEAM.2,7.5784,312140.0,2085.0,0.075784
80350,1408,01,1965-02-28,BEAM.2,-0.3087,312140.0,2085.0,-0.003087
80351,1408,01,1965-03-31,BEAM.2,1.4521,312140.0,2085.0,0.014521
80352,1408,01,1965-04-30,BEAM.2,5.2485,312140.0,2085.0,0.052485
80353,1408,01,1965-05-31,BEAM.2,1.0667,312140.0,2085.0,0.010667
80354,1408,01,1965-06-30,BEAM.2,-4.0,312140.0,2085.0,-0.04
80355,1408,01,1965-07-31,BEAM.2,4.8611,312140.0,2085.0,0.048611
80356,1408,01,1965-08-31,BEAM.2,8.7549,312140.0,2085.0,0.08754899999999999
80357,1408,01,1965-09-30,BEAM.2,-4.0118,312140.0,2085.0,-0.040118
80358,1408,01,1965-10-31,BEAM.2,6.7435,312140.0,2085.0,0.067435
80359,1408,01,1965-11-30,BEAM.2,-9.5003,312140.0,2085.0,-0.09500299999999999
80360,1408,01,1965-12-31,BEAM.2,3.7046,312140.0,2085.0,0.037046
80361,1408,01,1966-01-31,BEAM.2,3.8572,312140.0,2085.0,0.038572
80362,1408,01,1966-02-28,BEAM.2,-5.7328,312140.0,2085.0,-0.057328000000000004
80363,1408,01,1966-03-31,BEAM.2,-3.3449,312140.0,2085.0,-0.033449
80364,1408,01,1966-04-30,BEAM.2,-4.485,312140.0,2085.0,-0.04485
80365,1408,01,1966-05-31,BEAM.2,-1.5942,312140.0,2085.0,-0.015942
80366,1408,01,1966-06-30,BEAM.2,0.388,312140.0,2085.0,0.00388
80367,1408,01,1966-07-31,BEAM.2,-0.3865,312140.0,2085.0,-0.003865
80368,1408,01,1966-08-31,BEAM.2,-8.0,312140.0,2085.0,-0.08
80369,1408,01,1966-09-30,BEAM.2,-1.2183,312140.0,2085.0,-0.012183
80370,1408,01,1966-10-31,BEAM.2,11.2333,312140.0,2085.0,0.112333
80371,1408,01,1966-11-30,BEAM.2,-5.3941,312140.0,2085.0,-0.053940999999999996
80372,1408,01,1966-12-31,BEAM.2,-0.8033,312140.0,2085.0,-0.008033
80373,1408,01,1967-01-31,BEAM.2,16.197,312140.0,2085.0,0.16197
80374,1408,01,1967-02-28,BEAM.2,-4.9903,312140.0,2085.0,-0.049903
80375,1408,01,1967-03-31,BEAM.2,4.4306,312140.0,2085.0,0.044306
80376,1408,01,1967-04-30,BEAM.2,-1.0535,312140.0,2085.0,-0.010535000000000001
80377,1408,01,1967-05-31,BEAM.2,-7.3381,312140.0,2085.0,-0.073381
80378,1408,01,1967-06-30,BEAM.2,1.5748,312140.0,2085.0,0.015747999999999998
80379,1408,01,1967-07-31,BEAM.2,8.124,312140.0,2085.0,0.08124
80380,1408,01,1967-08-31,BEAM.2,-3.7281,312140.0,2085.0,-0.037281
80381,1408,01,1967-09-30,BEAM.2,0.0,312140.0,2085.0,0.0
80382,1408,01,1967-10-31,BEAM.2,-0.3623,312140.0,2085.0,-0.003623
80383,1408,01,1967-11-30,BEAM.2,-5.4545,312140.0,2085.0,-0.054545
80384,1408,01,1967-12-31,BEAM.2,4.4553,312140.0,2085.0,0.044553
80385,1408,01,1968-01-31,BEAM.2,-0.3736,312140.0,2085.0,-0.0037359999999999997
80386,1408,01,1968-02-29,BEAM.2,1.0,312140.0,2085.0,0.01
80387,1408,01,1968-03-31,BEAM.2,-4.2987,312140.0,2085.0,-0.042987000000000004
80388,1408,01,1968-04-30,BEAM.2,6.9508,312140.0,2085.0,0.069508
80389,1408,01,1968-05-31,BEAM.2,2.2226,312140.0,2085.0,0.022226
80390,1408,01,1968-06-30,BEAM.2,6.4801,312140.0,2085.0,0.064801
80391,1408,01,1968-07-31,BEAM.2,-2.5143,312140.0,2085.0,-0.025143
80392,1408,01,1968-08-31,BEAM.2,-2.6231,312140.0,2085.0,-0.026231
80393,1408,01,1968-09-30,BEAM.2,1.5267,312140.0,2085.0,0.015267
80394,1408,01,1968-10-31,BEAM.2,4.5113,312140.0,2085.0,0.045113
80395,1408,01,1968-11-30,BEAM.2,-0.4461,312140.0,2085.0,-0.004461
80396,1408,01,1968-12-31,BEAM.2,10.6389,312140.0,2085.0,0.106389
80397,1408,01,1969-01-31,BEAM.2,5.9603,312140.0,2085.0,0.059603
80398,1408,01,1969-02-28,BEAM.2,-4.0501,312140.0,2085.0,-0.040500999999999995
80399,1408,01,1969-03-31,BEAM.2,-2.3231,312140.0,2085.0,-0.023231
80400,1408,01,1969-04-30,BEAM.2,0.0,312140.0,2085.0,0.0
80401,1408,01,1969-05-31,BEAM.2,1.027,312140.0,2085.0,0.01027
80402,1408,01,1969-06-30,BEAM.2,-8.4869,312140.0,2085.0,-0.084869
80403,1408,01,1969-07-31,BEAM.2,-1.0964,312140.0,2085.0,-0.010964
80404,1408,01,1969-08-31,BEAM.2,4.8533,312140.0,2085.0,0.048533
80405,1408,01,1969-09-30,BEAM.2,0.0,312140.0,2085.0,0.0
80406,1408,01,1969-10-31,BEAM.2,11.9565,312140.0,2085.0,0.119565
80407,1408,01,1969-11-30,BEAM.2,-0.3236,312140.0,2085.0,-0.003236
80408,1408,01,1969-12-31,BEAM.2,-5.9211,312140.0,2085.0,-0.059211
80409,1408,01,1970-01-31,BEAM.2,-8.3916,312140.0,2085.0,-0.083916
80410,1408,01,1970-02-28,BEAM.2,1.6031,312140.0,2085.0,0.016031
80411,1408,01,1970-03-31,BEAM.2,1.9084,312140.0,2085.0,0.019084
80412,1408,01,1970-04-30,BEAM.2,2.2472,312140.0,2085.0,0.022472
80413,1408,01,1970-05-31,BEAM.2,1.5385,312140.0,2085.0,0.015385
80414,1408,01,1970-06-30,BEAM.2,4.7619,312140.0,2085.0,0.047618999999999995
80415,1408,01,1970-07-31,BEAM.2,6.993,312140.0,2085.0,0.06993
80416,1408,01,1970-08-31,BEAM.2,4.6405,312140.0,2085.0,0.046405
80417,1408,01,1970-09-30,BEAM.2,-4.4304,312140.0,2085.0,-0.044303999999999996
80418,1408,01,1970-10-31,BEAM.2,7.2848,312140.0,2085.0,0.072848
80419,1408,01,1970-11-30,BEAM.2,13.3333,312140.0,2085.0,0.133333
80420,1408,01,1970-12-31,BEAM.2,-0.551,312140.0,2085.0,-0.00551
80421,1408,01,1971-01-31,BEAM.2,2.4931,312140.0,2085.0,0.024931000000000002
80422,1408,01,1971-02-28,BEAM.2,2.5405,312140.0,2085.0,0.025405
80423,1408,01,1971-03-31,BEAM.2,5.3333,312140.0,2085.0,0.053333000000000005
80424,1408,01,1971-04-30,BEAM.2,-2.2785,312140.0,2085.0,-0.022785000000000003
80425,1408,01,1971-05-31,BEAM.2,-7.6684,312140.0,2085.0,-0.076684
80426,1408,01,1971-06-30,BEAM.2,3.4091,312140.0,2085.0,0.034091
80427,1408,01,1971-07-31,BEAM.2,-2.7473,312140.0,2085.0,-0.027473
80428,1408,01,1971-08-31,BEAM.2,0.113,312140.0,2085.0,0.00113
80429,1408,01,1971-09-30,BEAM.2,-0.8571,312140.0,2085.0,-0.008571
80430,1408,01,1971-10-31,BEAM.2,-10.3746,312140.0,2085.0,-0.10374599999999999
80431,1408,01,1971-11-30,BEAM.2,7.5241,312140.0,2085.0,0.075241
80432,1408,01,1971-12-31,BEAM.2,1.5152,312140.0,2085.0,0.015152
80433,1408,01,1972-01-31,BEAM.2,4.351,312140.0,2085.0,0.04351
80434,1408,01,1972-02-29,BEAM.2,3.1884,312140.0,2085.0,0.031884
80435,1408,01,1972-03-31,BEAM.2,-1.6854,312140.0,2085.0,-0.016854
80436,1408,01,1972-04-30,BEAM.2,6.2857,312140.0,2085.0,0.062857
80437,1408,01,1972-05-31,BEAM.2,2.843,312140.0,2085.0,0.02843
80438,1408,01,1972-06-30,BEAM.2,-0.5291,312140.0,2085.0,-0.0052910000000000006
80439,1408,01,1972-07-31,BEAM.2,-5.5851,312140.0,2085.0,-0.055851
80440,1408,01,1972-08-31,BEAM.2,-2.9363,312140.0,2085.0,-0.029363
80441,1408,01,1972-09-30,BEAM.2,-5.2941,312140.0,2085.0,-0.052941
80442,1408,01,1972-10-31,BEAM.2,4.0373,312140.0,2085.0,0.040373
80443,1408,01,1972-11-30,BEAM.2,8.5301,312140.0,2085.0,0.08530099999999999
80444,1408,01,1972-12-31,BEAM.2,-6.1281,312140.0,2085.0,-0.061281
80445,1408,01,1973-01-31,BEAM.2,3.8576,312140.0,2085.0,0.038576
80446,1408,01,1973-02-28,BEAM.2,-5.4994,312140.0,2085.0,-0.054993999999999994
80447,1408,01,1973-03-31,BEAM.2,0.9202,312140.0,2085.0,0.009202
80448,1408,01,1973-04-30,BEAM.2,-5.1672,312140.0,2085.0,-0.051672
80449,1408,01,1973-05-31,BEAM.2,2.1667,312140.0,2085.0,0.021667000000000002
80450,1408,01,1973-06-30,BEAM.2,0.6369,312140.0,2085.0,0.0063690000000000005
80451,1408,01,1973-07-31,BEAM.2,-1.2658,312140.0,2085.0,-0.012658
80452,1408,01,1973-08-31,BEAM.2,-11.2949,312140.0,2085.0,-0.11294900000000001
80453,1408,01,1973-09-30,BEAM.2,11.3971,312140.0,2085.0,0.113971
80454,1408,01,1973-10-31,BEAM.2,-3.3003,312140.0,2085.0,-0.033003
80455,1408,01,1973-11-30,BEAM.2,-8.6143,312140.0,2085.0,-0.086143
80456,1408,01,1973-12-31,BEAM.2,-1.9011,312140.0,2085.0,-0.019011
80457,1408,01,1974-01-31,BEAM.2,13.9535,312140.0,2085.0,0.139535
80458,1408,01,1974-02-28,BEAM.2,3.7823,312140.0,2085.0,0.037823
80459,1408,01,1974-03-31,BEAM.2,-0.3333,312140.0,2085.0,-0.003333
80460,1408,01,1974-04-30,BEAM.2,-5.6856,312140.0,2085.0,-0.056856
80461,1408,01,1974-05-31,BEAM.2,-2.0851,312140.0,2085.0,-0.020851
80462,1408,01,1974-06-30,BEAM.2,3.69,312140.0,2085.0,0.0369
80463,1408,01,1974-07-31,BEAM.2,-12.8114,312140.0,2085.0,-0.128114
80464,1408,01,1974-08-31,BEAM.2,1.2735,312140.0,2085.0,0.012735000000000002
80465,1408,01,1974-09-30,BEAM.2,-5.7613,312140.0,2085.0,-0.057613000000000004
80466,1408,01,1974-10-31,BEAM.2,13.9738,312140.0,2085.0,0.139738
80467,1408,01,1974-11-30,BEAM.2,-4.5517,312140.0,2085.0,-0.045517
80468,1408,01,1974-12-31,BEAM.2,-0.8197,312140.0,2085.0,-0.008197
80469,1408,01,1975-01-31,BEAM.2,21.0744,312140.0,2085.0,0.21074400000000001
80470,1408,01,1975-02-28,BEAM.2,5.5836,312140.0,2085.0,0.055836
80471,1408,01,1975-03-31,BEAM.2,0.6579,312140.0,2085.0,0.006579000000000001
80472,1408,01,1975-04-30,BEAM.2,0.0,312140.0,2085.0,0.0
80473,1408,01,1975-05-31,BEAM.2,4.6928,312140.0,2085.0,0.046928
80474,1408,01,1975-06-30,BEAM.2,2.8571,312140.0,2085.0,0.028571
80475,1408,01,1975-07-31,BEAM.2,-8.642,312140.0,2085.0,-0.08642
80476,1408,01,1975-08-31,BEAM.2,1.8108,312140.0,2085.0,0.018108
80477,1408,01,1975-09-30,BEAM.2,-2.027,312140.0,2085.0,-0.02027
80478,1408,01,1975-10-31,BEAM.2,-1.3793,312140.0,2085.0,-0.013793
80479,1408,01,1975-11-30,BEAM.2,2.5734,312140.0,2085.0,0.025734
80480,1408,01,1975-12-31,BEAM.2,7.2917,312140.0,2085.0,0.072917
80481,1408,01,1976-01-31,BEAM.2,7.4434,312140.0,2085.0,0.074434
80482,1408,01,1976-02-29,BEAM.2,-0.1205,312140.0,2085.0,-0.001205
80483,1408,01,1976-03-31,BEAM.2,3.0675,312140.0,2085.0,0.030674999999999997
80484,1408,01,1976-04-30,BEAM.2,-2.381,312140.0,2085.0,-0.023809999999999998
80485,1408,01,1976-05-31,BEAM.2,-1.6463,312140.0,2085.0,-0.016463000000000002
80486,1408,01,1976-06-30,BEAM.2,1.5773,312140.0,2085.0,0.015773
80487,1408,01,1976-07-31,BEAM.2,0.9317,312140.0,2085.0,0.009316999999999999
80488,1408,01,1976-08-31,BEAM.2,2.0308,312140.0,2085.0,0.020308000000000003
80489,1408,01,1976-09-30,BEAM.2,2.1472,312140.0,2085.0,0.021472
80490,1408,01,1976-10-31,BEAM.2,0.6006,312140.0,2085.0,0.006006
80491,1408,01,1976-11-30,BEAM.2,-0.4179,312140.0,2085.0,-0.0041789999999999996
80492,1408,01,1976-12-31,BEAM.2,11.5854,312140.0,2085.0,0.115854
80493,1408,01,1977-01-31,BEAM.2,-0.0437,312140.0,2085.0,-0.00043700000000000005
80494,1408,01,1977-02-28,BEAM.2,-0.8333,312140.0,2085.0,-0.008333
80495,1408,01,1977-03-31,BEAM.2,-2.2409,312140.0,2085.0,-0.022409
80496,1408,01,1977-04-30,BEAM.2,4.8711,312140.0,2085.0,0.048711000000000004
80497,1408,01,1977-05-31,BEAM.2,1.5956,312140.0,2085.0,0.015955999999999998
80498,1408,01,1977-06-30,BEAM.2,2.7322,312140.0,2085.0,0.027322000000000003
80499,1408,01,1977-07-31,BEAM.2,-0.7979,312140.0,2085.0,-0.007979
80500,1408,01,1977-08-31,BEAM.2,-0.2466,312140.0,2085.0,-0.0024660000000000003
80501,1408,01,1977-09-30,BEAM.2,-4.918,312140.0,2085.0,-0.04918
80502,1408,01,1977-10-31,BEAM.2,2.0115,312140.0,2085.0,0.020114999999999997
80503,1408,01,1977-11-30,BEAM.2,-0.2592,312140.0,2085.0,-0.0025919999999999997
80504,1408,01,1977-12-31,BEAM.2,-1.1494,312140.0,2085.0,-0.011493999999999999
80505,1408,01,1978-01-31,BEAM.2,0.8721,312140.0,2085.0,0.008721
80506,1408,01,1978-02-28,BEAM.2,3.4582,312140.0,2085.0,0.034582
80507,1408,01,1978-03-31,BEAM.2,3.6932,312140.0,2085.0,0.036932
80508,1408,01,1978-04-30,BEAM.2,9.3151,312140.0,2085.0,0.093151
80509,1408,01,1978-05-31,BEAM.2,2.5063,312140.0,2085.0,0.025063
80510,1408,01,1978-06-30,BEAM.2,0.2488,312140.0,2085.0,0.0024879999999999998
80511,1408,01,1978-07-31,BEAM.2,0.0,312140.0,2085.0,0.0
80512,1408,01,1978-08-31,BEAM.2,2.4814,312140.0,2085.0,0.024814
80513,1408,01,1978-09-30,BEAM.2,-0.4926,312140.0,2085.0,-0.004926
80514,1408,01,1978-10-31,BEAM.2,-5.4455,312140.0,2085.0,-0.054455
80515,1408,01,1978-11-30,BEAM.2,6.2827,312140.0,2085.0,0.06282700000000001
80516,1408,01,1978-12-31,BEAM.2,1.2563,312140.0,2085.0,0.012563
80517,1408,01,1979-01-31,BEAM.2,-0.2481,312140.0,2085.0,-0.0024809999999999997
80518,1408,01,1979-02-28,BEAM.2,0.4975,312140.0,2085.0,0.004975
80519,1408,01,1979-03-31,BEAM.2,10.8586,312140.0,2085.0,0.10858599999999999
80520,1408,01,1979-04-30,BEAM.2,5.6948,312140.0,2085.0,0.056948
80521,1408,01,1979-05-31,BEAM.2,1.7241,312140.0,2085.0,0.017241
80522,1408,01,1979-06-30,BEAM.2,2.3758,312140.0,2085.0,0.023757999999999998
80523,1408,01,1979-07-31,BEAM.2,7.5949,312140.0,2085.0,0.075949
80524,1408,01,1979-08-31,BEAM.2,6.0784,312140.0,2085.0,0.060784000000000005
80525,1408,01,1979-09-30,BEAM.2,-5.6497,312140.0,2085.0,-0.056497
80526,1408,01,1979-10-31,BEAM.2,-0.998,312140.0,2085.0,-0.00998
80527,1408,01,1979-11-30,BEAM.2,6.4516,312140.0,2085.0,0.064516
80528,1408,01,1979-12-31,BEAM.2,4.8263,312140.0,2085.0,0.048263
80529,1408,01,1980-01-31,BEAM.2,-1.2891,312140.0,2085.0,-0.012891
80530,1408,01,1980-02-29,BEAM.2,-6.903,312140.0,2085.0,-0.06903
80531,1408,01,1980-03-31,BEAM.2,-2.0492,312140.0,2085.0,-0.020492
80532,1408,01,1980-04-30,BEAM.2,9.8326,312140.0,2085.0,0.098326
80533,1408,01,1980-05-31,BEAM.2,14.5905,312140.0,2085.0,0.145905
80534,1408,01,1980-06-30,BEAM.2,6.7797,312140.0,2085.0,0.067797
80535,1408,01,1980-07-31,BEAM.2,4.2857,312140.0,2085.0,0.042857000000000006
80536,1408,01,1980-08-31,BEAM.2,0.1826,312140.0,2085.0,0.0018260000000000001
80537,1408,01,1980-09-30,BEAM.2,0.1548,312140.0,2085.0,0.001548
80538,1408,01,1980-10-31,BEAM.2,-1.7929,312140.0,2085.0,-0.017929
80539,1408,01,1980-11-30,BEAM.2,-1.7657,312140.0,2085.0,-0.017657
80540,1408,01,1980-12-31,BEAM.2,1.3072,312140.0,2085.0,0.013071999999999999
80541,1408,01,1981-01-31,BEAM.2,-1.7097,312140.0,2085.0,-0.017097
80542,1408,01,1981-02-28,BEAM.2,-5.1926,312140.0,2085.0,-0.051926
80543,1408,01,1981-03-31,BEAM.2,6.8905,312140.0,2085.0,0.06890500000000001
80544,1408,01,1981-04-30,BEAM.2,8.0992,312140.0,2085.0,0.080992
80545,1408,01,1981-05-31,BEAM.2,-2.2936,312140.0,2085.0,-0.022936
80546,1408,01,1981-06-30,BEAM.2,7.9872,312140.0,2085.0,0.079872
80547,1408,01,1981-07-31,BEAM.2,-3.5503,312140.0,2085.0,-0.035503
80548,1408,01,1981-08-31,BEAM.2,-6.5951,312140.0,2085.0,-0.06595100000000001
80549,1408,01,1981-09-30,BEAM.2,3.0201,312140.0,2085.0,0.030201
80550,1408,01,1981-10-31,BEAM.2,0.4886,312140.0,2085.0,0.004886
80551,1408,01,1981-11-30,BEAM.2,2.649,312140.0,2085.0,0.02649
80552,1408,01,1981-12-31,BEAM.2,-5.1613,312140.0,2085.0,-0.051613
80553,1408,01,1982-01-31,BEAM.2,3.0612,312140.0,2085.0,0.030612
80554,1408,01,1982-02-28,BEAM.2,2.3649,312140.0,2085.0,0.023649
80555,1408,01,1982-03-31,BEAM.2,6.6007,312140.0,2085.0,0.066007
80556,1408,01,1982-04-30,BEAM.2,6.192,312140.0,2085.0,0.06192
80557,1408,01,1982-05-31,BEAM.2,-8.1633,312140.0,2085.0,-0.081633
80558,1408,01,1982-06-30,BEAM.2,8.4416,312140.0,2085.0,0.08441599999999999
80559,1408,01,1982-07-31,BEAM.2,-6.8862,312140.0,2085.0,-0.06886199999999999
80560,1408,01,1982-08-31,BEAM.2,14.4695,312140.0,2085.0,0.144695
80561,1408,01,1982-09-30,BEAM.2,2.8653,312140.0,2085.0,0.028652999999999998
80562,1408,01,1982-10-31,BEAM.2,7.5209,312140.0,2085.0,0.075209
80563,1408,01,1982-11-30,BEAM.2,1.0554,312140.0,2085.0,0.010554
80564,1408,01,1982-12-31,BEAM.2,-4.1775,312140.0,2085.0,-0.041775
80565,1408,01,1983-01-31,BEAM.2,1.3624,312140.0,2085.0,0.013624
80566,1408,01,1983-02-28,BEAM.2,-3.2877,312140.0,2085.0,-0.032877
80567,1408,01,1983-03-31,BEAM.2,10.4816,312140.0,2085.0,0.104816
80568,1408,01,1983-04-30,BEAM.2,12.0513,312140.0,2085.0,0.120513
80569,1408,01,1983-05-31,BEAM.2,-7.3227,312140.0,2085.0,-0.073227
80570,1408,01,1983-06-30,BEAM.2,-3.5176,312140.0,2085.0,-0.035176
80571,1408,01,1983-07-31,BEAM.2,7.2917,312140.0,2085.0,0.072917
80572,1408,01,1983-08-31,BEAM.2,-1.165,312140.0,2085.0,-0.01165
80573,1408,01,1983-09-30,BEAM.2,13.0,312140.0,2085.0,0.13
80574,1408,01,1983-10-31,BEAM.2,1.5929,312140.0,2085.0,0.015929
80575,1408,01,1983-11-30,BEAM.2,1.1062,312140.0,2085.0,0.011062
80576,1408,01,1983-12-31,BEAM.2,3.7199,312140.0,2085.0,0.037199
80577,1408,01,1984-01-31,BEAM.2,4.4304,312140.0,2085.0,0.044303999999999996
80578,1408,01,1984-02-29,BEAM.2,-7.4343,312140.0,2085.0,-0.074343
80579,1408,01,1984-03-31,BEAM.2,-3.3259,312140.0,2085.0,-0.033259
80580,1408,01,1984-04-30,BEAM.2,4.0138,312140.0,2085.0,0.040138
80581,1408,01,1984-05-31,BEAM.2,-4.2601,312140.0,2085.0,-0.04260100000000001
